State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn.
IN,65,415,388-9568,no,no,-1,213.4,111,36.4,233.6,95,20,250.2,122,10.7,2,5,0.4,1,False.
MO,123,415,402-6591,no,no,-1,206.9,85,35.2,243.8,79,21.1,221.7,135,9.2,7,3,1.8,,False.
IA,126,408,403-6419,yes,yes,26,186.2,78,31.7,188.7,83,16.4,76.5,138,2.8,9.1,4,2.4,2,False.
VA,104,415,386-9790,no,yes,22,280.2,135,47.5,219.7,92,19,,101,5.6,12.7,3,3.1,4,False.
KY,45,415,378-5692,no,yes,21,196.5,84,,312.5,92,26.9,163.3,107,6.8,11.2,4,3,0,False.
MD,93,408,360-3324,no,no,-1,311.8,109,53.1,128.8,100,11.3,,73,9.1,9.9,3,,0,True.
OH,63,415,410-3719,no,yes,35,198.7,110,33.8,290.4,111,25.1,197.5,91,8.4,10.4,7,2.5,1,False.
OK,100,415,352-4221,no,no,-1,,96,34.6,216.4,127,18.7,,121,7.5,13,3,3.4,3,False.
NV,53,415,327-6179,no,no,-1,168.8,97,28.6,219.4,87,18.8,154.4,112,6.2,10.5,3,2.7,0,False.
ID,92,415,359-6196,no,no,-1,173.1,140,29.4,239.6,105,20.5,233.1,116,10,8.2,5,2.1,1,False.
MN,139,510,374-9107,yes,no,,134.5,106,22.7,210.6,99,18.2,193.6,124,8,9.6,3,2.4,5,
SD,110,408,357-4078,no,yes,39,202.5,103,34.2,117.9,128,10.2,235,97,9.9,8.4,9,2.1,2,False.
IL,110,408,366-5780,no,no,-1,74.5,117,12.6,199.9,98,17.7,192.1,100,8,9.2,7,2.2,3,False.
WY,215,510,393-9619,no,no,-1,83.8,148,14,120.1,92,10.5,226.7,109,9.7,10.3,9,2.6,0,False.
AL,73,415,355-9295,no,no,-1,192.2,86,32.4,167.9,116,14.8,140,86,5.7,8.6,7,2.3,1,False.
NJ,138,510,400-5751,no,no,-1,220.2,89,37.2,,126,7.7,195.5,78,8.2,12.3,6,3.3,0,False.
NV,137,415,338-1027,no,no,-1,135.2,95,22.9,133.4,102,11.8,223.4,80,9.3,11.8,3,2.9,2,True.
IN,36,415,405-8867,no,no,-1,253.4,77,43,181.7,151,15.8,275.9,102,11.6,7.8,3,1.9,1,False.
WV,85,408,336-5616,no,no,-1,224.8,81,38.1,175.9,63,15.2,194.4,109,8.2,6.5,3,1.9,,False.
VA,108,408,335-1697,no,no,-1,198.5,99,33.7,267,60,23,355,74,15.4,8.8,4,2.2,0,True.
SC,22,408,331-5138,no,,-1,110.3,107,18.7,165.8,93,14.3,202.4,95,8.3,,6,2.2,0,False.
RI,107,415,385-8240,yes,yes,,59.9,102,10.1,101.3,81,9.1,261.9,105,11.1,10.5,4,2.5,,False.
IN,51,510,348-1359,no,no,,215,94,36.5,148.8,59,13,283.3,65,12.2,9.5,6,2.5,0,False.
AZ,94,408,354-7339,no,no,-1,181.8,85,30.9,201.7,98,17.4,246,96,10.4,8.6,3,2.2,4,False.
NM,119,510,349-1687,no,yes,22,154.1,114,26,277.2,138,24,228.6,111,9.5,11.2,5,2.9,2,False.
OR,33,415,380-2558,no,yes,28,,99,26.7,117.1,80,10.5,279.3,78,11.9,13.2,11,3.5,4,True.
NJ,106,415,365-2153,no,no,-1,207.9,91,35.1,171,110,14.9,191.8,143,7.9,13.8,7,3.6,4,False.
MS,82,408,345-6043,no,no,-1,207.1,90,35.1,232.1,83,20.1,172.5,107,7.1,8.3,9,2.2,3,False.
MI,86,510,349-2808,no,yes,40,119.1,101,20,229.1,134,19.8,236.8,57,10.1,8.9,,2.3,0,False.
TX,97,415,411-1715,no,no,-1,143.9,117,24.2,272,82,23.4,178.4,80,7.3,10.2,3,2.6,0,False.
FL,106,408,385-2488,no,yes,31,165.9,126,27.9,215.7,93,,,85,7,13.6,9,3.7,4,False.
DC,108,510,377-7177,no,no,-1,138.6,122,23.3,,117,15,231.5,91,9.7,9.1,4,2.4,1,False.
TX,114,415,342-1099,no,no,-1,84.7,118,14.4,249.2,87,21.4,193.4,94,8.1,14.1,9,3.8,1,False.
KS,92,408,386-4170,no,no,-1,62.7,111,10.7,179.8,126,15.5,221.7,79,9.3,9.8,3,2.5,1,True.
UT,59,510,413-1269,no,no,,155.2,79,26.4,234.4,123,20.2,169.5,,7,8.2,4,2,1,False.
MN,24,510,396-4460,no,yes,25,164.9,110,28,208.3,106,18,,54,9.7,6.1,9,1.5,1,
IL,151,408,334-2730,no,no,-1,134.6,88,22.8,142.3,112,12.4,223.8,60,9.4,14.9,2,4.2,1,
NM,117,415,340-3182,no,no,-1,143.4,103,24.1,210.5,108,18.4,185.2,95,7.6,11,4,,1,False.
SC,78,510,377-8608,no,no,-1,168.4,110,28.6,220.4,73,19.1,,135,10.2,11.8,1,3.1,1,False.
NC,155,408,417-3676,no,no,-1,262.4,54,44.6,193.8,114,16.8,146.6,84,6.1,7.6,7,1.9,2,False.
WV,114,510,417-6774,no,yes,29,206.2,79,34.9,259.3,92,22.4,291.6,82,12.5,10.6,7,2.8,1,False.
RI,114,510,411-9554,no,yes,27,225.7,,38.4,,118,16.7,232.6,100,9.8,7.9,10,1.9,4,False.
NH,119,408,420-3192,no,no,-1,138.3,89,23.3,,78,14.7,264,97,11.4,12.8,7,,3,False.
MO,64,510,389-1475,no,yes,47,94.4,104,16,135.5,101,11.9,147.4,88,6,3.9,5,0.9,0,False.
MA,118,408,343-7734,no,no,-1,160.1,123,,174.6,96,15.1,185,98,7.7,9.3,3,2.2,2,False.
PA,101,415,410-3390,no,no,-1,206.6,105,35.1,224,117,19.4,250.2,99,10.7,13.9,4,3.7,0,
OK,117,415,344-6495,no,no,-1,134.7,121,22.9,,84,15.6,201,103,8.4,7,4,1.7,1,False.
AL,49,415,331-6229,no,yes,27,214.5,78,36.3,234.4,101,20.3,206.1,106,8.4,7.4,14,1.9,3,False.
WY,139,415,337-7501,no,no,-1,193,104,32.6,233.7,97,20.2,203.2,100,8.5,,,3.2,3,False.
PA,92,408,339-9631,no,yes,27,151.1,90,25.5,,79,16.7,239.4,113,10.1,9.3,4,2.4,1,False.
WA,83,415,369-4384,no,no,0,221.5,103,,231,104,20.1,122.5,100,4.8,9.1,6,2.2,,False.
HI,148,510,416-3915,no,no,-1,218.8,88,37.2,207.2,85,,203.4,98,8.5,10.3,5,2.8,0,False.
SD,144,408,339-3049,no,yes,47,189.8,96,32.1,,67,10.7,214.1,105,9.1,6,2,1.3,2,True.
AL,131,415,361-7998,no,yes,24,192.7,85,32.7,,105,19.7,254.3,58,10.7,10.4,6,2.6,2,False.
VT,146,510,355-4842,no,no,-1,204.3,135,34.6,218.3,91,18.7,222.7,113,9.5,,6,2.7,3,False.
MT,143,415,387-6440,no,no,-1,172.4,97,29.1,,109,,188.4,118,7.7,12.4,5,3.4,2,False.
MN,81,415,369-2625,no,no,-1,198.4,93,33.7,210,108,18.2,193.3,70,7.9,9.9,6,2.5,2,False.
AK,48,415,389-7073,no,yes,,,115,35.9,159.2,84,14,144,79,5.9,11.6,2,3,1,False.
MI,86,415,370-8463,no,yes,27,221.6,74,37.5,287.7,101,24.9,240.4,,10.2,8.3,3,2.2,,False.
DE,71,415,362-7318,no,,-1,197.8,,33.5,180.8,109,15.8,281.4,56,12.2,6,6,1.6,3,False.
SD,145,408,412-1194,no,yes,23,147.5,90,25,175,108,,252,101,10.7,15.1,3,3.7,2,False.
MI,137,510,355-9508,no,no,-1,206.5,122,34.8,126.9,102,,194.6,83,8.2,8.1,5,2,2,False.
KS,137,408,352-8202,no,no,-1,205.9,88,34.8,208.5,87,18.2,289.9,83,12.6,14,5,3.6,2,False.
AL,167,510,335-5882,no,no,-1,207.7,88,35.2,,63,11.5,255.4,97,10.9,13.5,6,3.6,0,False.
OK,89,510,352-6976,,no,-1,304,95,51.5,260,114,22.6,312.1,89,13.3,4.8,4,1.1,1,True.
CT,199,415,393-6733,no,yes,33,230.6,121,39,218.4,99,18.9,299.3,93,13,7.4,3,,0,False.
NE,132,510,335-1838,no,no,-1,99.8,110,16.8,128.3,80,11.2,125.2,123,5.2,9,4,2.5,0,False.
WI,94,510,355-6930,no,no,-1,177.1,112,30,193.3,113,16.8,146.8,107,5.9,5.4,5,1.5,1,
CT,96,415,387-5860,no,yes,36,172.9,93,29.3,,116,10.5,216.1,85,9.2,9.7,6,2.4,5,True.
WI,96,510,343-2605,no,yes,17,172.8,86,29.3,132.5,113,11.6,259.6,69,11.2,9.1,4,2.5,1,False.
IN,166,510,350-6759,no,no,-1,204.4,115,34.7,179.1,152,15.6,217.1,109,,8.8,6,2.4,,False.
DC,74,415,371-1514,no,no,-1,85.8,83,14.5,246.8,67,21.4,142.6,85,,9.5,6,2.4,2,False.
AR,36,415,346-9317,no,,,157.7,117,26.8,183.5,59,16,240.5,98,10.2,11.2,,3,0,False.
ME,113,415,398-4313,no,no,-1,215.5,129,36.6,217.8,118,18.8,207.4,90,8.7,6,10,1.5,4,False.
MN,94,415,412-4399,no,no,-1,181.5,98,30.9,199.1,89,17.4,287.8,113,12.2,6,6,1.6,,False.
MD,67,415,330-1835,no,no,-1,171.6,,29,109.6,82,9.6,195.4,,8.1,11.3,5,2.9,2,False.
FL,127,415,416-1676,no,no,-1,266.7,106,45.1,264.2,168,22.8,207.4,,8.6,5.5,3,1.3,1,True.
RI,121,408,329-7347,no,no,-1,170.5,108,28.9,349.7,69,30,296.9,86,12.8,10.7,4,2.7,0,True.
IA,158,415,360-6868,,,-1,158.1,106,26.9,291.7,114,25.2,241.1,88,10.4,8.4,4,2.4,1,False.
AZ,136,510,405-6641,no,no,-1,92.1,117,15.5,252.9,77,21.8,214.2,89,9,9.7,11,2.4,1,False.
MO,196,415,393-2373,no,no,-1,234.2,109,,248.6,114,21.6,173.3,69,7.1,8.6,5,2.3,2,
VT,113,415,419-1714,no,no,-1,,111,46.3,267.8,118,23.2,214,104,8.9,7.8,10,1.9,1,True.
IN,122,408,336-3819,no,no,-1,296.5,99,50.3,214.2,89,18.5,133.8,106,5.2,,4,2.9,4,True.
RI,112,510,341-3464,no,no,-1,194.6,100,32.8,189.5,83,16.6,183.4,106,7.7,10.9,3,2.9,0,False.
SD,209,415,413-5310,no,no,-1,227.3,,,257.5,93,22.4,183.4,73,7.7,8.3,5,2.1,3,False.
MN,62,415,366-7912,no,no,-1,248.9,109,42.2,219,,19,265.8,77,11.4,12.5,3,3.2,1,True.
TX,110,415,399-8845,yes,yes,37,236.5,102,40.1,195.3,112,17,183.6,81,7.6,9.2,7,,1,False.
VA,16,510,368-2583,yes,no,-1,205.5,69,34.9,168.8,93,14.7,220.1,63,9.2,10.3,4,2.7,0,False.
MA,73,408,360-6309,yes,no,-1,94.1,136,15.9,279.5,122,24.2,205,76,8.5,9.2,5,2.5,0,False.
ID,128,408,359-5890,no,no,-1,125.3,99,21.3,204.7,107,17.7,254.4,111,10.7,18.5,3,4.9,0,False.
MA,39,408,332-2462,no,no,-1,60.4,158,10.2,305.3,121,26.2,124.1,45,4.8,12,4,,1,False.
GA,103,415,381-9196,no,yes,27,120.8,105,,269.7,100,23.3,160.5,75,6.7,7.2,5,1.9,2,False.
RI,119,415,329-3222,yes,yes,28,117.6,66,19.9,256,114,22.2,147.5,75,6,7.2,4,1.7,3,False.
ID,173,510,363-5819,no,yes,20,232.2,96,39.2,211.1,119,18.3,273.3,101,11.8,4.5,6,1.1,3,False.
SD,128,510,413-9269,yes,yes,31,223.6,81,37.9,188,74,16.3,155,100,6.4,8.9,2,2.2,2,True.
MA,86,510,330-7483,no,no,-1,176.4,79,30.1,258.3,98,22.3,287.5,77,12.1,5.6,4,1.4,0,False.
WY,114,415,403-7775,no,yes,31,125.2,79,21.1,176.9,105,15.5,232.4,88,9.8,12.3,4,3.1,,False.
VA,104,408,360-2479,no,no,0,,107,23.4,256,114,22,235,73,9.9,9.5,,2.7,0,False.
OR,148,415,394-3791,no,no,-1,86.4,134,14.4,,93,21.3,251.6,90,10.6,10.6,5,2.9,1,False.
VA,129,408,384-2632,no,no,-1,,91,,154.1,122,13.5,245.1,111,10.2,12.8,6,3.5,3,False.
ME,100,510,359-8466,no,,29,58.7,104,9.9,218.5,107,19,152.3,117,6.1,6.5,4,1.7,0,False.
AL,121,408,331-8909,no,,34,68.6,94,11.4,208.2,70,18,,41,8.4,10.9,5,2.8,1,False.
GA,143,408,359-5160,no,yes,32,239.2,109,40.6,234.8,112,20.3,156.5,94,,8.9,4,2.1,1,False.
IA,76,510,330-9833,no,no,-1,198.3,130,33.6,216.4,86,18.8,188.5,95,7.8,12,4,3,0,False.
AZ,158,510,362-2314,no,no,-1,205.2,97,,239.8,77,20.7,79.9,107,2.9,13.8,12,3.6,0,
FL,116,510,338-8478,no,no,-1,192.1,98,32.5,312.2,136,27,130.3,93,5,7.1,3,2,3,False.
MT,54,415,387-5453,no,no,-1,272.5,83,46.2,247.7,75,21.4,197.7,110,,9,2,2.4,1,True.
AL,86,415,380-3437,no,no,-1,128.4,121,21.9,196.4,93,17,138.4,151,5.6,11.5,6,3,7,True.
DE,108,510,365-8779,no,no,-1,169.7,99,28.8,,,22.8,206.3,,8.6,8.6,,2.3,0,False.
MT,66,510,407-2750,no,no,-1,201.1,95,34.2,152,67,13.3,233.3,100,10.1,7,5,1.8,1,False.
KY,151,408,396-8265,no,yes,16,214.7,97,36.3,137.8,91,12.1,169.2,43,6.9,7.8,4,1.9,1,False.
SC,99,510,397-4304,yes,,-1,169,70,28.9,270.7,78,23.4,170.2,103,7,10,3,,0,False.
WA,55,415,333-2611,no,no,-1,194.3,121,32.8,175.9,111,15.4,302.9,135,12.8,6.4,8,1.7,2,False.
OR,77,510,409-8814,no,no,-1,233.8,104,39.7,265.7,95,22.8,212.6,103,8.9,7.1,4,1.6,2,False.
AK,78,408,336-5406,no,no,-1,225.1,67,38.2,198.4,128,17.2,175.6,101,7.4,,3,3.6,0,False.
GA,89,415,343-6940,no,no,-1,213.1,63,36.1,175.9,72,15.3,262.6,125,11.2,8.5,2,2.3,1,True.
MN,101,415,361-9923,no,no,-1,184,115,,255.2,102,22.1,275,144,11.5,10.3,12,2.8,1,False.
IL,44,415,350-6639,no,yes,33,221.6,105,37.7,160.9,85,14,227.7,61,9.7,13.3,8,3.4,0,
IN,98,408,376-4300,yes,yes,20,64.5,98,10.7,175.3,86,,244.8,83,10.3,-0.7,1,-0.3,2,False.
SC,64,510,349-6567,no,yes,36,154.6,92,26,82.5,104,,165.9,98,6.7,12.8,4,3.3,1,False.
VA,141,415,333-7749,no,no,-1,260.1,131,44.1,178.5,120,15.4,135.1,118,5.5,6.6,9,1.7,3,False.
WI,81,415,408-6089,no,yes,32,161.6,117,27.4,122.2,91,10.7,261.5,100,11.2,11.5,6,3.1,1,False.
VT,162,510,375-2165,no,no,-1,220.4,117,37.4,154.4,121,13.4,186.6,88,7.8,9.9,12,2.6,1,False.
AZ,83,415,400-6999,no,yes,40,155.8,122,26.3,161.5,,14,127.7,104,5.1,12.6,6,3.4,3,False.
FL,100,510,420-7823,no,no,-1,106.9,63,18.2,104.6,67,9.3,243.3,73,10.4,12.1,4,3,4,True.
AK,59,510,366-5241,no,no,-1,182.7,104,31.1,203.8,,17.6,229.9,,9.8,10.7,9,2.8,4,False.
AR,179,415,413-3412,no,yes,37,220.2,78,37.3,233.3,71,20.3,237.2,84,10,9.7,4,2.4,,False.
AR,79,408,406-2752,no,no,-1,152.1,112,25.8,176.4,132,15.5,96.4,86,3.8,4.6,3,1.1,1,False.
AK,117,415,337-8078,no,no,-1,181.5,95,30.6,,89,17.8,204.1,81,8.6,14.1,9,3.7,2,False.
MS,64,408,402-1942,no,no,-1,236.3,77,40,217.8,85,18.8,194.1,96,8.3,12.7,3,3.4,,True.
ME,31,415,371-7917,no,no,-1,166.1,105,28.2,78.4,94,7.1,213.7,97,8.9,11.9,2,3.2,1,False.
CA,124,408,343-6374,yes,no,-1,244.6,89,41.5,188,81,,205.9,113,8.8,10.7,5,2.7,1,False.
NM,122,408,385-8730,no,yes,22,134.4,85,22.6,226.5,133,19.6,122.5,95,,8,3,2,2,False.
NE,37,408,393-7892,no,yes,39,149.6,122,25.3,210.3,75,18.2,114.5,90,4.7,8.5,4,2.1,1,False.
SC,90,408,407-6748,no,yes,28,150.3,109,25.5,264,104,22.8,178.4,96,7.4,5.2,5,1.2,1,False.
CO,159,408,341-4463,no,no,-1,257,53,43.6,311.5,127,26.8,183,81,7.6,8.2,7,2.1,1,True.
DE,148,415,351-2587,no,no,,124.2,83,21,179,82,15.5,252.9,98,10.8,10.5,7,2.9,0,False.
OH,39,415,421-9752,no,yes,35,141.9,120,24,231.4,,20,222.1,130,9.3,11.2,6,2.9,1,False.
MS,77,408,356-4001,no,no,-1,230.1,87,39,102.3,138,8.9,309.7,135,13.2,10.5,,2.8,2,False.
OK,194,408,328-9869,no,no,-1,162.3,88,27.6,213,119,18.3,192.2,80,8,10.3,3,2.8,0,False.
CO,154,415,343-5709,no,no,-1,350.9,75,59.5,215.6,94,18.7,254.1,99,10.8,9.5,10,2.5,1,True.
NC,112,415,334-1872,no,no,-1,193.2,95,32.8,263.1,123,22.8,128.8,114,5.1,8.4,4,2.2,4,False.
MD,45,415,350-1040,no,no,-1,78.2,127,13.1,252.5,108,21.9,255.1,99,,17.4,3,4.6,1,False.
KS,132,415,369-3214,no,no,0,83.5,109,14.1,231.4,137,19.9,146.6,113,6,7,6,1.6,1,False.
MA,128,415,385-6778,no,,-1,,99,,267,120,23,165,,6.8,15.5,3,4.1,0,False.
NC,135,415,383-7689,no,no,-1,201.8,81,34,224.3,114,19.3,204.3,81,8.6,9.8,7,2.5,1,False.
NM,56,408,385-5722,no,no,-1,,110,33.4,221.9,102,19.1,,,9.5,10.1,7,2.7,2,False.
CA,151,415,357-1909,no,,-1,218,57,36.9,113.4,89,9.8,269.3,94,11.5,11.9,,3,0,True.
NY,32,415,364-3567,no,no,-1,164.9,98,27.9,229.1,,19.7,167.3,107,7.1,14.2,3,3.7,2,False.
AZ,90,415,422-4241,yes,no,-1,179.1,77,30.3,209.7,99,,277.1,57,11.8,8.6,7,2.2,2,False.
SD,87,415,370-2957,no,yes,20,214,113,36.3,179.1,114,15.6,134.5,81,5.3,10,6,2.6,0,False.
DC,138,415,329-6562,no,no,-1,170.7,87,28.9,117.5,116,10.3,188,110,7.9,10.7,8,2.8,2,False.
ND,79,408,363-3515,no,no,0,205.5,123,34.7,213.9,108,18.5,226.3,105,9.5,6.3,19,1.5,1,False.
MO,95,415,374-7787,no,no,-1,165.4,84,,285.4,113,24.8,198.9,88,8.4,10.8,3,3,1,
KS,127,415,345-2931,no,no,-1,221.2,100,37.6,159.8,114,14,233.1,,,6.2,5,1.6,2,False.
SD,137,510,373-5732,no,no,-1,242.2,118,41,,93,16.6,218.8,49,,14.3,2,3.6,,False.
OK,97,415,348-7437,no,no,-1,151.5,107,25.6,154.7,96,13.6,240.1,112,10.1,14.1,5,3.7,1,False.
OR,149,415,332-9460,no,no,-1,176.2,87,29.8,144.3,81,12.6,249.6,91,10.6,4.9,5,1.2,0,False.
IN,117,415,355-6531,no,yes,21,196,82,33.2,321.8,82,27.9,225.5,119,9.5,3,5,0.6,0,False.
OH,84,408,336-9390,,no,-1,159.3,125,26.9,246.4,90,21.3,187.9,81,7.9,6.5,5,1.6,2,False.
KS,137,415,346-8581,no,,-1,230.2,113,39.1,219.5,79,19,204.6,110,8.6,10,8,2.5,4,False.
CT,99,415,363-8824,no,no,0,146.6,63,25,273.4,100,23.7,321.4,97,13.7,8.4,2,2.1,3,False.
NH,54,510,353-3351,no,no,-1,210.6,102,35.9,203.8,84,17.7,127.9,53,5.1,8,6,2,1,False.
WI,85,415,360-4320,,no,-1,101.9,95,17.3,269.3,139,23.1,148.1,104,5.9,10,4,2.5,1,False.
MS,150,510,417-6252,no,no,-1,126.1,99,21.4,237.7,73,20.6,285,100,12.1,9.6,7,2.6,3,False.
WV,43,415,393-4949,no,no,-1,168.4,125,28.6,,,20.9,214.7,101,8.9,10.4,3,2.6,1,False.
MA,35,415,401-3156,no,no,-1,105.5,129,17.9,257.5,130,22.1,213,76,8.8,8.2,,2.1,0,False.
MD,98,415,338-6283,no,no,-1,206.4,92,34.9,175.4,153,15.3,232.8,114,10,11.9,6,3,5,False.
PA,112,510,352-9017,no,no,-1,217.1,76,36.9,204.3,100,17.9,185.8,90,7.7,8.7,4,2.1,2,
WI,16,510,405-5305,no,no,-1,229.6,78,38.8,204.9,108,17.7,166.2,90,6.9,10.3,2,2.6,0,True.
TN,98,415,376-9249,yes,yes,21,278.3,89,47.2,92.6,144,8.3,107.7,41,4.3,9.1,6,2.1,0,False.
TX,84,408,339-7139,no,no,-1,138.7,102,23.5,198.1,94,17.2,204.1,136,8.6,7.2,5,1.8,0,False.
OR,94,415,328-6011,no,no,-1,234.4,103,39.7,278.6,,23.9,234.3,120,9.8,1.3,2,0.3,1,True.
IL,84,510,378-1303,no,no,-1,181.6,129,31,130,113,11.4,186.4,117,8,7.9,5,2,1,False.
DC,66,415,402-5155,no,no,-1,,91,28.3,229.3,68,19.9,,117,7.9,9.9,6,2.7,1,True.
GA,98,415,333-5430,no,yes,30,,105,20.3,218.1,98,18.9,226.9,109,9.6,11.2,2,3,1,False.
ID,74,415,365-9696,no,no,-1,221.1,124,37.5,,95,9.6,240.1,111,10.1,10.1,4,2.6,0,False.
UT,96,408,410-4023,,yes,25,145.9,108,24.6,191.5,89,16.8,165.1,,6.8,9.4,3,2.4,1,False.
KY,119,510,411-7649,no,no,-1,222.8,122,37.7,162.3,108,14,160.7,111,6.7,10.5,7,2.8,1,False.
OH,73,415,338-4065,no,no,-1,183.3,80,,241.1,115,20.7,201.4,99,8.4,6.9,4,1.7,4,False.
WI,92,415,421-9401,no,no,-1,264.2,91,44.9,160.1,115,14,198.6,72,8.2,8.6,6,2.2,0,False.
IL,21,415,343-9658,no,no,-1,146,78,24.8,108.7,79,9.6,247.7,107,10.6,6.1,7,1.6,0,False.
DE,122,510,332-5521,no,no,-1,157.2,134,26.6,184.1,122,15.9,197.4,58,8.2,7.9,6,1.9,4,True.
RI,133,510,349-4369,no,no,-1,127.5,108,21.4,250.4,81,21.5,135.1,87,5.5,9.6,3,2.4,1,
TX,145,415,351-4288,no,no,-1,187.8,110,31.9,196.2,118,17.1,167.1,107,6.9,4.3,5,1.2,2,False.
OR,25,408,422-5874,no,no,-1,178.9,,,140.5,72,12.2,202.9,98,8.4,7.7,5,2.1,2,False.
NV,64,415,396-2324,yes,no,-1,97.2,80,16.4,185.5,91,,189,91,7.8,10,7,2.4,2,False.
NE,85,415,416-5662,no,no,-1,259.9,85,44,,118,20.8,168.8,71,7,4.9,1,1.3,,False.
MS,126,415,363-9663,no,no,-1,256.4,111,43.5,198.8,90,,188.5,122,7.9,6.6,6,1.7,3,False.
OR,76,415,410-9477,no,no,-1,169.6,77,28.7,123.2,87,10.8,219.4,91,9.2,9.5,4,2.5,0,False.
DE,113,415,352-4418,no,no,-1,239.7,47,40.7,281.9,110,,238.5,87,10.2,7.9,4,2.1,2,True.
DE,224,510,361-6563,no,no,-1,171.6,99,28.9,159.2,104,13.9,212.4,101,8.9,4.4,3,1.1,1,True.
AZ,117,408,417-4404,no,no,-1,239.9,84,40.8,174.1,106,15.2,209.6,92,8.8,9.2,2,2.4,0,
SD,128,408,372-8048,no,yes,33,142.4,73,24.1,193.9,80,16.9,239.3,81,10.1,15.4,7,,1,False.
NV,115,415,356-3646,no,no,0,184.2,98,,326.2,74,28.2,212.6,105,8.9,6.9,7,1.9,2,False.
NM,141,415,351-9604,yes,yes,27,206.8,126,35,263.5,127,22.7,171.9,123,7,8.7,12,2.1,2,False.
MN,51,510,355-9581,no,no,,259.7,114,44.2,175.5,95,15.3,77.3,111,2.7,14.6,2,3.7,1,False.
NJ,100,415,396-5189,no,no,-1,204,122,34.4,282.2,76,24.4,197.5,82,8.2,11.9,4,3.2,0,False.
IN,96,415,356-9187,no,yes,44,248.8,,42.1,139.5,77,12.2,263.7,101,11.4,9.6,3,2.6,3,False.
DC,112,415,394-5537,no,yes,15,221.8,110,37.5,129.4,124,11.5,200.2,107,8.3,10.6,4,2.9,1,False.
MA,129,510,408-2712,no,no,-1,192.9,131,32.7,184.7,101,16.3,205.4,129,8.6,10.2,,2.6,1,False.
ME,163,415,404-4486,no,no,-1,122.5,129,20.8,112.8,108,9.9,180.2,96,7.5,11.8,7,3.1,1,False.
NH,67,415,355-1113,no,yes,39,104.8,65,17.8,215.5,93,,217.5,127,9,9,10,2.4,1,False.
AZ,140,408,411-4674,yes,no,,173.2,,29.4,195.8,106,17.1,209.2,127,8.7,10.7,6,2.6,3,False.
OR,49,510,376-4519,no,no,-1,119.7,69,20.3,272.6,92,23.4,214.4,152,9,11.6,8,3.2,2,False.
KS,46,510,365-5979,no,no,-1,250.2,100,42.4,259.8,90,22.5,194.9,104,8,12.8,2,3.5,2,True.
NE,148,415,382-2879,no,no,,178.4,98,30.1,281.9,111,24.5,181.2,97,7.4,11,5,2.9,1,False.
MI,112,510,420-1383,no,no,-1,243.4,77,41.2,181.2,98,15.8,259.2,93,10.9,12.4,3,3.1,1,False.
SC,78,415,411-7390,no,no,-1,155.1,105,26.2,174.5,101,,155.8,124,6.3,11.1,6,2.8,2,False.
PA,61,408,383-8848,no,yes,30,288.7,101,49.1,203,103,17.6,203.3,48,8.4,8,4,2.1,0,False.
MT,58,510,387-9301,yes,yes,28,240.2,80,40.8,117.9,91,10.4,164.2,108,6.8,10.5,4,2.7,1,False.
NM,155,415,399-3164,no,no,-1,190.4,123,32,300.6,97,25.8,214.5,133,9.2,7.4,4,1.7,1,False.
OH,100,510,385-8997,,no,-1,278.1,76,47.2,175.9,75,15.4,219.3,125,9.2,7.9,5,2.1,0,True.
WY,113,510,352-6573,no,,-1,155.2,,26.3,329.9,107,28.3,189.3,123,8,12.8,4,3.6,1,False.
MI,81,415,408-3384,no,no,-1,153.4,99,25.9,196.5,102,17.2,198.6,85,8.3,5.6,3,1.5,2,False.
AR,135,510,419-6033,no,yes,26,273.5,141,46.3,,100,13.5,245.9,111,10.4,11.8,6,3.1,1,False.
FL,99,408,336-2090,no,,-1,,93,26.2,264.8,95,23,145.8,66,6,11.9,5,3,0,False.
AR,59,510,343-7242,no,yes,28,133.2,114,22.4,220.5,83,19.1,131.7,102,5.4,6.2,3,1.7,1,False.
MO,135,510,376-1713,no,no,-1,246.9,129,41.8,187,122,16.3,154.4,108,6.1,,6,3.2,,False.
WI,85,408,381-5878,no,,-1,165.4,107,28.2,195.2,126,17,349.2,109,15,9.2,8,2.2,2,False.
TX,70,510,390-5470,yes,no,-1,59.4,103,9.9,256.6,106,22.3,208.3,85,8.6,10.5,7,2.7,0,False.
TX,88,510,414-4803,no,no,-1,138.3,116,23.4,235.4,138,20.3,179.2,109,7.4,9,5,2.2,3,False.
NM,55,510,382-5478,no,no,-1,286.8,100,48.5,133.7,121,11.6,192.8,121,8,6.2,6,1.6,2,False.
GA,75,415,333-7637,,no,-1,117.4,114,19.6,,,17.2,108,81,4.1,11.6,4,3,1,False.
ID,79,510,341-1647,no,yes,20,264.2,79,44.8,201.9,118,17.5,173.3,91,7.3,5.6,4,1.3,4,False.
AL,85,408,411-4232,no,no,-1,127.8,107,21.7,270.6,125,23.3,202.4,75,8.5,11.9,6,3,0,False.
KS,86,408,339-2616,no,,22,225.4,107,38.3,245.6,106,21.1,245.7,80,10.3,9.2,3,2.4,0,False.
